t_hours,T_degC
4272,28.3
4273,28.3
4274,28.3
4275,27.8
4276,26.7
4277,26.7
4278,26.7
4279,26.7
4280,26.1
4281,26.7
4282,27.8
4283,28.9
4284,28.9
4285,30.6
4286,30.6
4287,30
4288,30
4289,30
4290,29.4
4291,28.9
4292,28.9
4293,28.9
4294,28.9
4295,28.9
4296,28.9
4297,26.1
4298,26.1
4299,26.1
4300,26.1
4301,26.1
4302,27.2
4303,28.9
4304,29.4
4305,30
4306,30.6
4307,30.6
4308,31.1
4309,31.1
4310,30.6
4311,30.6
4312,30.6
4313,30
4314,30
4315,28.9
4316,28.9
4317,28.9
4318,28.9
4319,28.9
4320,28.3
4321,28.3
4322,27.8
4323,26.1
4324,26.1
4325,26.1
4326,26.1
4327,27.8
4328,28.3
4329,30
4330,28.3
4331,25
4332,28.9
4333,30.6
4334,30
4335,30
4336,29.4
4337,28.9
4338,28.9
4339,28.9
4340,27.8
4341,27.5
4342,27.2
4343,26.9
4344,26.5
4345,26.2
4346,25.9
4347,25.6
4348,25.6
4349,25.6
4350,26.7
4351,29.4
4352,30
4353,30
4354,31.1
4355,31.7
4356,32.2
4357,32.8
4358,30
4359,31.7
4360,29.4
4361,28.9
4362,25
4363,25.6
4364,25
4365,24.4
4366,24.4
4367,24.4
4368,25.6
4369,25
4370,25
4371,24.4
4372,25
4373,25
4374,25.6
4375,27.8
4376,28.9
4377,31.1
4378,32.8
4379,30.6
4380,30
4381,26.1
4382,25.6
4383,22.8
4384,22.8
4385,22.8
4386,23.3
4387,23.9
4388,23.9
4389,25
4390,23.9
4391,25
4392,25
4393,26.1
4394,25.6
4395,25
4396,25
4397,25.6
4398,26.7
4399,26.7
4400,27.8
4401,29.4
4402,30.6
4403,31.7
4404,30.6
4405,30.6
4406,30
4407,31.1
4408,30
4409,29.4
4410,28.9
4411,28.3
4412,27.8
4413,27.8
4414,27.2
4415,27.2
4416,26.7
4417,26.7
4418,23.3
4419,22.8
4420,22.8
4421,23.3
4422,25
4423,27.8
4424,29.4
4425,30.6
4426,31.7
4427,31.7
4428,31.7
4429,32.8
4430,32.8
4431,31.7
4432,30
4433,30
4434,27.8
4435,27.8
4436,27.2
4437,27.2
4438,26.1
4439,26.1
4440,25.6
4441,25.6
4442,25.6
4443,25.6
4444,25.6
4445,26.1
4446,27.2
4447,28.3
4448,29.4
4449,30
4450,30
4451,30
4452,31.7
4453,32.8
4454,31.1
4455,28.3
4456,23.9
4457,24.4
4458,25
4459,24.4
4460,25
4461,24.4
4462,24.4
4463,23.9
4464,23.3
4465,23.3
4466,23.3
4467,23.9
4468,23.9
4469,23.9
4470,25
4471,28.3
4472,28.3
4473,31.1
4474,32.2
4475,33.9
4476,31.7
4477,32.2
4478,30.6
4479,30
4480,28.3
4481,28.9
4482,27.2
4483,25.6
4484,25.6
4485,25
4486,25
4487,24.4
4488,23.9
4489,23.9
4490,23.3
4491,23.3
4492,23.3
4493,23.3
4494,25.6
4495,27.8
4496,28.9
4497,31.1
4498,32.8
4499,33.9
4500,32.2
4501,31.7
4502,31.1
4503,31.7
4504,31.1
4505,30.6
4506,28.9
4507,28.9
4508,28.3
4509,28.3
4510,27.2
4511,27.8
4512,26.7
4513,26.7
4514,26.1
4515,26.7
4516,26.7
4517,26.7
4518,27.8
4519,29.4
4520,30
4521,31.1
4522,31.7
4523,31.7
4524,32.2
4525,31.7
4526,31.1
4527,31.1
4528,30.6
4529,30.6
4530,29.4
4531,28.9
4532,28.9
4533,28.3
4534,27.2
4535,27.8
4536,27.8
4537,27.2
4538,26.1
4539,26.1
4540,27.2
4541,26.1
4542,28.3
4543,27.8
4544,27.2
4545,29.4
4546,28.9
4547,30
4548,30.6
4549,31.1
4550,31.7
4551,31.1
4552,30
4553,28.9
4554,28.3
4555,28.3
4556,28.3
4557,28.3
4558,28.3
4559,27.8
4560,27.8
4561,26.1
4562,27.2
4563,25.6
4564,26.7
4565,27.2
4566,26.7
4567,26.1
4568,25
4569,27.2
4570,29.4
4571,29.4
4572,30
4573,31.1
4574,30
4575,28.3
4576,28.9
4577,28.9
4578,28.9
4579,28.3
4580,28.3
4581,28.3
4582,28.3
4583,27.2
4584,27.2
4585,26.1
4586,26.7
4587,25
4588,26.1
4589,26.7
4590,27.8
4591,28.3
4592,29.4
4593,29.4
4594,30
4595,30.6
4596,31.1
4597,31.1
4598,30.6
4599,30
4600,30
4601,30
4602,29.4
4603,25.6
4604,25.6
4605,26.7
4606,27.2
4607,26.7
4608,26.1
4609,26.7
4610,26.7
4611,27.2
4612,25.6
4613,26.1
4614,26.1
4615,28.3
4616,27.8
4617,28.9
4618,30.6
4619,31.1
4620,31.7
4621,31.7
4622,30.6
4623,30
4624,29.4
4625,28.9
4626,28.9
4627,28.3
4628,24.4
4629,25.6
4630,23.9
4631,23.9
4632,23.9
4633,24.4
4634,25
4635,25.6
4636,24.4
4637,25.6
4638,26.1
4639,27.2
4640,28.3
4641,28.9
4642,28.9
4643,28.9
4644,30.6
4645,30
4646,28.9
4647,27.2
4648,28.3
4649,28.3
4650,28.3
4651,28.3
4652,27.8
4653,27.8
4654,27.8
4655,27.2
4656,27.2
4657,27.2
4658,26.7
4659,26.7
4660,27.2
4661,27.2
4662,27.8
4663,28.9
4664,30
4665,30.6
4666,31.7
4667,32.2
4668,28.9
4669,28.9
4670,23.3
4671,23.9
4672,22.8
4673,22.8
4674,22.8
4675,22.8
4676,23.3
4677,22.8
4678,22.8
4679,22.8
4680,23.3
4681,23.3
4682,22.8
4683,25
4684,26.1
4685,26.1
4686,26.7
4687,27.2
4688,28.9
4689,30
4690,30.6
4691,30.6
4692,31.1
4693,31.1
4694,31.1
4695,30.6
4696,30
4697,28.9
4698,28.3
4699,27.8
4700,27.8
4701,27.2
4702,27.2
4703,26.7
4704,26.7
4705,26.7
4706,26.7
4707,26.7
4708,26.7
4709,27.2
4710,28.3
4711,28.9
4712,29.4
4713,29.4
4714,30.6
4715,30.6
4716,31.1
4717,31.1
4718,31.1
4719,30.6
4720,29.4
4721,28.9
4722,28.3
4723,27.8
4724,27.8
4725,26.7
4726,26.7
4727,26.7
4728,26.1
4729,25.6
4730,25.6
4731,26.1
4732,25.6
4733,26.1
4734,25
4735,26.7
4736,28.9
4737,28.3
4738,27.8
4739,27.8
4740,25.6
4741,26.7
4742,26.7
4743,27.2
4744,28.3
4745,28.3
4746,27.8
4747,27.2
4748,27.2
4749,27.8
4750,27.8
4751,23.3
4752,23.3
4753,23.3
4754,22.8
4755,22.8
4756,23.3
4757,23.9
4758,27.2
4759,28.9
4760,29.4
4761,29.4
4762,30
4763,30.6
4764,31.1
4765,30
4766,30
4767,30.6
4768,30.6
4769,30
4770,28.9
4771,27.8
4772,27.8
4773,27.8
4774,27.8
4775,27.8
4776,27.8
4777,27.2
4778,27.2
4779,26.7
4780,27.2
4781,25.6
4782,27.2
4783,28.9
4784,28.9
4785,30
4786,28.9
4787,30
4788,29.4
4789,27.8
4790,28.3
4791,29.4
4792,29.4
4793,28.9
4794,28.3
4795,28.3
4796,28.3
4797,25.6
4798,26.7
4799,26.1
4800,25.6
4801,25
4802,25.6
4803,26.1
4804,25.6
4805,26.1
4806,27.2
4807,28.9
4808,28.3
4809,30.6
4810,30.6
4811,30
4812,31.1
4813,31.1
4814,31.1
4815,31.1
4816,30.6
4817,30
4818,28.9
4819,28.3
4820,28.3
4821,28.3
4822,27.8
4823,27.8
4824,27.2
4825,26.7
4826,26.7
4827,27.2
4828,27.2
4829,26.7
4830,27.2
4831,28.3
4832,29.4
4833,30.6
4834,31.7
4835,31.7
4836,31.7
4837,31.7
4838,31.7
4839,30.6
4840,30
4841,30.6
4842,28.9
4843,28.3
4844,28.3
4845,27.8
4846,27.8
4847,27.2
4848,27.2
4849,26.7
4850,26.1
4851,25.6
4852,25.6
4853,25.6
4854,26.7
4855,28.9
4856,30
4857,31.1
4858,32.8
4859,33.3
4860,31.1
4861,28.9
4862,31.7
4863,32.2
4864,27.8
4865,26.1
4866,25.6
4867,26.1
4868,26.1
4869,26.1
4870,26.1
4871,26.1
4872,25.6
4873,25.6
4874,25
4875,24.4
4876,24.4
4877,25
4878,26.7
4879,29.4
4880,30.6
4881,30
4882,33.3
4883,32.8
4884,32.2
4885,27.8
4886,28.3
4887,29.4
4888,30.6
4889,29.4
4890,28.9
4891,25.6
4892,25
4893,25
4894,25
4895,25
4896,25
4897,24.4
4898,24.4
4899,24.4
4900,23.9
4901,23.9
4902,25.6
4903,28.9
4904,30
4905,31.7
4906,33.9
4907,32.2
4908,31.1
4909,31.7
4910,32.8
4911,32.2
4912,30.6
4913,28.9
4914,27.2
4915,27.2
4916,27.2
4917,25.6
4918,25.6
4919,25
4920,25.6
4921,25
4922,25
4923,25.6
4924,25.6
4925,25.6
4926,26.7
4927,28.9
4928,30
4929,32.8
4930,33.3
4931,32.2
4932,32.2
4933,32.8
4934,28.9
4935,30.6
4936,30.6
4937,30
4938,29.4
4939,28.9
4940,28.3
4941,28.3
4942,27.8
4943,27.2
4944,26.1
4945,26.1
4946,26.1
4947,26.1
4948,26.1
4949,26.1
4950,26.7
4951,28.3
4952,29.4
4953,31.7
4954,31.7
4955,32.2
4956,33.3
4957,31.7
4958,30
4959,27.8
4960,31.7
4961,30
4962,28.3
4963,28.3
4964,26.7
4965,25.6
4966,25.6
4967,25.6
4968,26.1
4969,25.6
4970,25
4971,25
4972,25
4973,25.6
4974,26.1
4975,27.8
4976,29.4
4977,31.1
4978,31.7
4979,32.2
4980,33.3
4981,33.9
4982,34.4
4983,35
4984,34.4
4985,32.2
4986,30
4987,28.9
4988,29.4
4989,28.3
4990,28.3
4991,27.8
4992,27.2
4993,26.7
4994,26.1
4995,26.1
4996,25.6
4997,25
4998,25
4999,26.7
5000,28.9
5001,30
5002,31.7
5003,32.8
5004,33.9
5005,34.4
5006,35
5007,35
5008,34.4
5009,32.8
5010,28.9
5011,28.3
5012,29.4
5013,28.9
5014,28.3
5015,27.8
5016,27.2
5017,27.2
5018,26.7
5019,26.1
5020,26.1
5021,25.6
5022,26.1
5023,28.3
5024,30
5025,30.6
5026,32.8
5027,33.9
5028,33.9
5029,35
5030,35
5031,35.6
5032,34.4
5033,33.3
5034,32.2
5035,28.3
5036,28.9
5037,28.3
5038,27.8
5039,26.7
5040,26.7
5041,26.1
5042,26.1
5043,25.6
5044,25.6
5045,25.6
5046,26.1
5047,28.3
5048,30
5049,31.1
5050,32.2
5051,33.9
5052,32.8
5053,33.3
5054,33.9
5055,30
5056,29.4
5057,25.6
5058,26.7
5059,26.7
5060,27.2
5061,27.2
5062,27.2
5063,26.7
5064,26.7
5065,26.1
5066,26.1
5067,26.1
5068,26.1
5069,26.1
5070,26.7
5071,28.3
5072,30
5073,31.7
5074,32.8
5075,33.3
5076,31.1
5077,33.3
5078,30.6
5079,29.4
5080,31.1
5081,32.8
5082,30
5083,28.9
5084,28.9
5085,28.8
5086,28.7
5087,28.6
5088,28.6
5089,28.5
5090,28.4
5091,28.3
5092,28.3
5093,28.3
5094,28.3
5095,27.8
5096,28.9
5097,30
5098,30.6
5099,31.1
5100,31.7
5101,30
5102,29.4
5103,29.4
5104,27.8
5105,28.3
5106,28.9
5107,28.3
5108,28.9
5109,28.3
5110,28.3
5111,27.8
5112,27.8
5113,27.8
5114,27.2
5115,27.2
5116,27.2
5117,27.2
5118,27.2
5119,28.9
5120,30
5121,31.1
5122,30.6
5123,31.7
5124,31.7
5125,32.2
5126,31.1
5127,31.1
5128,31.1
5129,30
5130,29.4
5131,28.9
5132,29.4
5133,28.9
5134,28.9
5135,28.9
5136,28.3
5137,27.2
5138,26.7
5139,27.2
5140,26.7
5141,26.7
5142,25
5143,23.9
5144,24.4
5145,25
5146,27.2
5147,30.6
5148,28.3
5149,29.4
5150,29.4
5151,28.3
5152,28.3
5153,28.9
5154,28.3
5155,27.8
5156,28.3
5157,28.3
5158,28.3
5159,27.2
5160,27.2
5161,26.7
5162,26.7
5163,27.2
5164,27.2
5165,26.1
5166,25.6
5167,28.9
5168,30
5169,29.4
5170,30.6
5171,30.6
5172,30.6
5173,30.6
5174,30.6
5175,31.1
5176,30.6
5177,30
5178,28.9
5179,28.3
5180,27.8
5181,27.8
5182,27.8
5183,27.8
5184,27.2
5185,27.2
5186,26.7
5187,26.1
5188,26.1
5189,26.1
5190,27.2
5191,30
5192,30.6
5193,31.1
5194,31.7
5195,31.1
5196,25.6
5197,27.8
5198,29.4
5199,30
5200,28.9
5201,22.8
5202,25
5203,24.4
5204,24.4
5205,25
5206,24.4
5207,24.4
5208,24.4
5209,24.4
5210,24.4
5211,25
5212,24.4
5213,24.4
5214,25
5215,26.7
5216,28.3
5217,29.4
5218,31.1
5219,32.2
5220,33.3
5221,32.2
5222,31.7
5223,28.3
5224,27.8
5225,26.7
5226,25
5227,23.9
5228,23.9
5229,24.4
5230,24.4
5231,24.4
5232,24.4
5233,25.6
5234,25.6
5235,25.6
5236,26.1
5237,25.6
5238,26.1
5239,26.1
5240,27.8
5241,30.6
5242,30.6
5243,31.1
5244,30
5245,27.2
5246,30.6
5247,32.2
5248,32.2
5249,30.6
5250,28.3
5251,26.7
5252,26.7
5253,27.8
5254,27.2
5255,27.2
5256,26.1
5257,26.7
5258,26.1
5259,26.1
5260,26.1
5261,26.1
5262,27.8
5263,29.4
5264,31.1
5265,31.7
5266,32.8
5267,32.8
5268,31.1
5269,30.6
5270,27.8
5271,28.3
5272,28.3
5273,28.3
5274,27.8
5275,28.3
5276,27.2
5277,26.7
5278,26.1
5279,26.1
5280,26.1
5281,25.6
5282,26.1
5283,26.1
5284,26.1
5285,26.1
5286,27.2
5287,29.4
5288,30.6
5289,31.7
5290,31.1
5291,25.6
5292,26.1
5293,28.9
5294,30
5295,30
5296,30.6
5297,30
5298,28.9
5299,27.8
5300,28.3
5301,26.7
5302,26.7
5303,26.7
5304,26.7
5305,25
5306,24.4
5307,25
5308,24.4
5309,25
5310,24.4
5311,24.4
5312,25.6
5313,26.7
5314,27.8
5315,28.3
5316,30.6
5317,31.1
5318,30.6
5319,29.4
5320,28.9
5321,28.9
5322,27.8
5323,28.3
5324,28.3
5325,28.3
5326,27.8
5327,26.7
5328,27.2
5329,27.2
5330,27.2
5331,27.2
5332,27.2
5333,28.3
5334,28.3
5335,29.4
5336,29.4
5337,30
5338,26.7
5339,30
5340,29.4
5341,29.4
5342,30
5343,28.9
5344,28.3
5345,25
5346,25.6
5347,25.6
5348,26.1
5349,24.4
5350,25
5351,23.3
5352,23.9
5353,25.6
5354,24.4
5355,23.9
5356,23.9
5357,23.9
5358,22.2
5359,22.8
5360,22.2
5361,22.8
5362,23.3
5363,23.3
5364,23.9
5365,24.4
5366,23.9
5367,25
5368,26.7
5369,26.7
5370,26.1
5371,26.1
5372,26.1
5373,26.1
5374,25.6
5375,25.6
5376,26.1
5377,26.7
5378,24.4
5379,25.6
5380,25
5381,25
5382,25
5383,26.7
5384,28.9
5385,29.4
5386,30
5387,30.6
5388,30.6
5389,29.4
5390,30
5391,30.6
5392,30
5393,28.9
5394,27.2
5395,27.2
5396,27.8
5397,27.8
5398,27.2
5399,27.2
5400,26.7
5401,26.7
5402,22.8
5403,22.8
5404,23.3
5405,23.3
5406,24.4
5407,26.1
5408,26.7
5409,27.8
5410,28.9
5411,30
5412,30.6
5413,31.7
5414,31.7
5415,30
5416,29.4
5417,29.4
5418,28.3
5419,28.9
5420,28.3
5421,27.8
5422,27.2
5423,27.2
5424,26.7
5425,26.7
5426,27.2
5427,27.8
5428,27.8
5429,27.2
5430,28.3
5431,29.4
5432,30
5433,30
5434,30.6
5435,30.6
5436,30.6
5437,31.1
5438,31.1
5439,31.1
5440,30
5441,30
5442,28.3
5443,28.3
5444,27.2
5445,27.2
5446,27.8
5447,27.2
5448,26.7
5449,27.2
5450,27.2
5451,26.7
5452,26.7
5453,26.7
5454,27.8
5455,28.9
5456,30
5457,30.6
5458,31.1
5459,31.7
5460,31.7
5461,31.7
5462,31.1
5463,31.7
5464,31.1
5465,30
5466,28.9
5467,28.3
5468,27.8
5469,27.8
5470,27.8
5471,27.8
5472,26.7
5473,26.7
5474,26.1
5475,26.7
5476,26.7
5477,26.7
5478,28.3
5479,29.4
5480,30.6
5481,30.6
5482,31.1
5483,31.7
5484,31.7
5485,31.7
5486,31.7
5487,31.7
5488,31.1
5489,30
5490,28.9
5491,28.3
5492,27.8
5493,27.8
5494,28.3
5495,27.8
5496,27.8
5497,28.3
5498,27.8
5499,27.8
5500,27.2
5501,27.2
5502,28.3
5503,29.4
5504,30.6
5505,30.6
5506,31.1
5507,31.7
5508,32.2
5509,32.2
5510,31.7
5511,31.1
5512,30.6
5513,30
5514,28.9
5515,28.9
5516,28.9
5517,28.9
5518,28.9
5519,28.3
5520,28.3
5521,27.8
5522,27.2
5523,27.8
5524,27.8
5525,27.8
5526,28.3
5527,30
5528,30.6
5529,31.1
5530,31.7
5531,31.1
5532,32.2
5533,32.2
5534,31.7
5535,31.7
5536,31.1
5537,29.4
5538,29.4
5539,28.9
5540,28.9
5541,28.3
5542,28.9
5543,28.3
5544,28.3
5545,28.3
5546,28.3
5547,27.8
5548,27.8
5549,27.8
5550,28.9
5551,29.4
5552,29.4
5553,30
5554,31.7
5555,32.2
5556,32.2
5557,32.2
5558,32.2
5559,30.6
5560,30.6
5561,30
5562,28.9
5563,28.9
5564,28.3
5565,28.3
5566,28.3
5567,27.8
5568,27.8
5569,27.8
5570,27.8
5571,27.2
5572,27.2
5573,27.2
5574,28.3
5575,29.4
5576,30.6
5577,31.1
5578,28.9
5579,28.9
5580,26.7
5581,30
5582,30
5583,32.2
5584,30.6
5585,29.4
5586,29.4
5587,28.3
5588,28.3
5589,27.8
5590,27.8
5591,27.2
5592,27.2
5593,26.7
5594,27.2
5595,26.7
5596,27.8
5597,26.7
5598,26.7
5599,29.4
5600,29.4
5601,30
5602,32.2
5603,32.2
5604,32.8
5605,31.1
5606,28.3
5607,28.3
5608,27.8
5609,28.9
5610,28.3
5611,28.3
5612,27.8
5613,27.8
5614,27.2
5615,27.2
5616,26.7
5617,26.7
5618,26.1
5619,27.2
5620,27.2
5621,26.7
5622,27.8
5623,30
5624,30.6
5625,31.7
5626,32.2
5627,33.3
5628,33.9
5629,32.2
5630,31.7
5631,30.6
5632,23.9
5633,25.6
5634,25
5635,26.1
5636,26.7
5637,26.7
5638,26.1
5639,25.6
5640,25.6
5641,25.6
5642,25
5643,25
5644,25
5645,25.6
5646,25.6
5647,26.7
5648,28.3
5649,30.6
5650,31.1
5651,31.7
5652,31.7
5653,32.2
5654,31.1
5655,30.6
5656,28.9
5657,28.9
5658,28.3
5659,28.3
5660,28.3
5661,27.8
5662,27.8
5663,27.8
5664,26.7
5665,25.6
5666,26.1
5667,26.7
5668,26.1
5669,25
5670,24.4
5671,25.6
5672,26.1
5673,26.1
5674,25
5675,25.6
5676,27.8
5677,28.3
5678,28.9
5679,29.4
5680,27.8
5681,27.2
5682,26.1
5683,26.7
5684,26.7
5685,27.2
5686,26.7
5687,27.2
5688,26.7
5689,25
5690,26.1
5691,25.6
5692,25
5693,25
5694,26.1
5695,28.9
5696,30
5697,31.1
5698,31.7
5699,31.7
5700,31.1
5701,31.1
5702,31.1
5703,31.1
5704,30.6
5705,30
5706,29.4
5707,28.9
5708,28.9
5709,28.9
5710,28.9
5711,28.3
5712,26.7
5713,26.7
5714,26.7
5715,26.7
5716,26.7
5717,26.7
5718,27.2
5719,28.9
5720,29.4
5721,31.1
5722,30
5723,30
5724,26.1
5725,26.7
5726,25.6
5727,25.6
5728,26.7
5729,25.6
5730,25
5731,25
5732,25
5733,24.4
5734,25
5735,25.6
5736,25
5737,25
5738,25.6
5739,26.1
5740,26.1
5741,25.6
5742,26.1
5743,23.9
5744,22.8
5745,22.8
5746,22.8
5747,22.2
5748,22.2
5749,22.8
5750,23.9
5751,26.1
5752,26.7
5753,26.1
5754,25.6
5755,25
5756,25.6
5757,25
5758,24.4
5759,24.4
5760,24.4
5761,23.9
5762,23.3
5763,23.9
5764,23.3
5765,22.8
5766,23.9
5767,27.2
5768,28.3
5769,29.4
5770,30
5771,30.6
5772,28.3
5773,28.9
5774,29.4
5775,29.4
5776,30
5777,28.9
5778,27.2
5779,26.7
5780,27.2
5781,27.2
5782,26.1
5783,25
5784,25
5785,25
5786,25
5787,25.6
5788,25
5789,24.4
5790,26.1
5791,28.9
5792,29.4
5793,30.6
5794,31.7
5795,31.1
5796,30
5797,30
5798,30
5799,29.4
5800,28.9
5801,28.3
5802,27.8
5803,26.7
5804,27.8
5805,26.7
5806,26.7
5807,26.7
5808,26.1
5809,25.6
5810,25.6
5811,26.1
5812,25.6
5813,25.6
5814,26.7
5815,29.4
5816,30
5817,30.6
5818,31.1
5819,31.7
5820,31.7
5821,31.7
5822,32.2
5823,31.7
5824,30.6
5825,29.4
5826,28.3
5827,27.8
5828,27.8
5829,27.6
5830,27.3
5831,27.1
5832,26.8
5833,26.6
5834,26.3
5835,26.1
5836,26.1
5837,26.1
5838,26.1
5839,27.8
5840,29.4
5841,30.6
5842,31.1
5843,30.6
5844,31.1
5845,31.1
5846,31.1
5847,31.1
5848,30.6
5849,30
5850,29.4
5851,28.9
5852,28.9
5853,28.9
5854,27.8
5855,27.8
5856,27.8
5857,27.2
5858,26.7
5859,26.7
5860,26.7
5861,26.7
5862,26.7
5863,28.3
5864,26.7
5865,26.1
5866,26.1
5867,25
5868,25
5869,28.9
5870,30.6
5871,30
5872,29.4
5873,30
5874,29.4
5875,28.9
5876,28.3
5877,22.8
5878,28.3
5879,27.8
5880,27.8
5881,27.8
5882,27.2
5883,25.6
5884,25.6
5885,25.6
5886,25.6
5887,27.2
5888,29.4
5889,27.2
5890,28.3
5891,30
5892,26.7
5893,24.4
5894,26.1
5895,26.1
5896,27.2
5897,26.1
5898,25.6
5899,25
5900,25
5901,25
5902,25
5903,25
5904,24.4
5905,24.4
5906,24.4
5907,24.4
5908,24.4
5909,23.9
5910,23.9
5911,26.1
5912,27.8
5913,29.4
5914,28.9
5915,28.9
5916,30
5917,30
5918,30.6
5919,30
5920,25
5921,25.6
5922,23.3
5923,23.9
5924,23.3
5925,22.8
5926,23.9
5927,23.3
5928,23.3
5929,23.3
5930,23.3
5931,23.3
5932,23.3
5933,22.2
5934,23.3
5935,24.4
5936,25
5937,25.6
5938,24.4
5939,26.7
5940,25
5941,29.4
5942,27.8
5943,27.2
5944,24.4
5945,23.9
5946,23.9
5947,23.9
5948,23.9
5949,23.9
5950,23.9
5951,24.4
5952,23.9
5953,23.3
5954,22.8
5955,23.3
5956,22.8
5957,23.3
5958,23.9
5959,25
5960,27.8
5961,29.4
5962,30.6
5963,27.8
5964,27.2
5965,26.7
5966,27.2
5967,28.9
5968,29.4
5969,29.4
5970,28.9
5971,28.9
5972,28.9
5973,26.7
5974,25
5975,24.4
5976,24.4
5977,24.4
5978,24.4
5979,24.4
5980,24.4
5981,23.9
5982,24.4
5983,25
5984,26.1
5985,28.3
5986,30.6
5987,31.1
5988,31.1
5989,26.1
5990,27.2
5991,27.2
5992,28.9
5993,30.6
5994,29.4
5995,28.9
5996,28.3
5997,27.8
5998,25
5999,24.4
6000,24.4
6001,24.4
6002,24.4
6003,24.4
6004,24.4
6005,24.4
6006,24.4
6007,25.6
6008,27.2
6009,28.9
6010,30.6
6011,31.7
6012,31.7
6013,31.7
6014,32.2
6015,32.2
6016,31.7
6017,31.1
6018,30.6
6019,30.6
6020,30
6021,29.4
6022,28.3
6023,27.8
6024,27.8
6025,27.8
6026,27.8
6027,27.8
6028,27.8
6029,27.8
6030,27.8
6031,28.3
6032,28.3
6033,30.6
6034,31.1
6035,31.1
6036,31.7
6037,31.1
6038,30.6
6039,30.6
6040,30.6
6041,30
6042,30
6043,28.9
6044,26.7
6045,25
6046,25
6047,25
6048,24.4
6049,24.4
6050,24.4
6051,24.4
6052,24.4
6053,24.4
6054,25
6055,27.2
6056,28.3
6057,30
6058,30.6
6059,31.1
6060,31.1
6061,31.1
6062,31.1
6063,31.1
6064,31.1
6065,30.6
6066,30
6067,30
6068,30
6069,29.4
6070,29.4
6071,29.4
6072,28.3
6073,28.3
6074,27.2
6075,27.2
6076,27.2
6077,26.7
6078,26.7
6079,27.2
6080,28.9
6081,30.6
6082,31.1
6083,31.7
6084,30.6
6085,27.8
6086,25
6087,26.1
6088,27.2
6089,27.2
6090,26.7
6091,25
6092,25
6093,25
6094,24.4
6095,24.4
6096,24.4
6097,24.4
6098,24.4
6099,24.4
6100,24.4
6101,24.4
6102,24.4
6103,26.1
6104,27.2
6105,28.9
6106,30
6107,31.1
6108,31.7
6109,31.7
6110,31.1
6111,27.2
6112,27.2
6113,27.2
6114,27.2
6115,26.7
6116,26.7
6117,26.1
6118,25
6119,25
6120,25
6121,24.4
6122,24.4
6123,24.4
6124,24.4
6125,24.4
6126,24.4
6127,25.6
6128,28.3
6129,30.6
6130,31.1
6131,31.7
6132,32.2
6133,32.2
6134,31.7
6135,29.4
6136,29.4
6137,27.8
6138,27.2
6139,26.7
6140,26.7
6141,26.1
6142,25.6
6143,25
6144,25
6145,24.4
6146,24.4
6147,24.4
6148,24.4
6149,24.4
6150,24.4
6151,26.7
6152,27.8
6153,30
6154,31.1
6155,31.1
6156,31.1
6157,26.7
6158,26.1
6159,26.7
6160,27.2
6161,27.2
6162,27.2
6163,26.7
6164,24.4
6165,24.4
6166,25
6167,24.4
6168,24.4
6169,24.4
6170,24.4
6171,24.4
6172,24.4
6173,24.4
6174,24.4
6175,25
6176,27.2
6177,27.8
6178,29.4
6179,30
6180,31.1
6181,30
6182,30.6
6183,30.6
6184,30
6185,27.2
6186,26.7
6187,24.4
6188,24.4
6189,24.4
6190,23.9
6191,23.9
6192,23.9
6193,23.9
6194,23.9
6195,23.9
6196,23.9
6197,23.9
6198,23.9
6199,24.4
6200,27.2
6201,28.3
6202,29.4
6203,30
6204,30.6
6205,30.6
6206,30.6
6207,30.6
6208,30.6
6209,29.4
6210,28.9
6211,28.9
6212,28.3
6213,28.3
6214,27.8
6215,26.7
6216,24.4
6217,24.4
6218,24.4
6219,24.4
6220,24.4
6221,24.4
6222,23.9
6223,26.7
6224,28.9
6225,30
6226,30.6
6227,31.1
6228,31.1
6229,31.1
6230,31.1
6231,31.1
6232,31.1
6233,30
6234,29.4
6235,29.4
6236,29.4
6237,28.9
6238,28.9
6239,28.9
6240,28.3
6241,28.3
6242,28.3
6243,27.8
6244,27.8
6245,27.2
6246,27.8
6247,27.2
6248,27.8
6249,29.4
6250,30.6
6251,31.1
6252,31.1
6253,31.1
6254,31.7
6255,31.7
6256,31.1
6257,30.6
6258,29.4
6259,28.9
6260,28.3
6261,28.3
6262,28.3
6263,28.3
6264,27.2
6265,27.2
6266,27.2
6267,27.2
6268,27.2
6269,27.2
6270,27.2
6271,27.2
6272,28.3
6273,29.4
6274,30
6275,30.6
6276,30.6
6277,31.1
6278,31.1
6279,30.6
6280,28.9
6281,29.4
6282,29.4
6283,28.9
6284,27.2
6285,27.2
6286,24.4
6287,24.4
6288,24.4
6289,24.4
6290,25.6
6291,24.4
6292,24.4
6293,24.4
6294,24.4
6295,26.7
6296,28.3
6297,29.4
6298,28.9
6299,30
6300,31.7
6301,32.2
6302,31.7
6303,32.2
6304,30.6
6305,30
6306,28.3
6307,28.3
6308,28.3
6309,27.8
6310,27.8
6311,27.8
6312,27.8
6313,27.8
6314,25
6315,26.7
6316,27.2
6317,27.2
6318,26.7
6319,27.8
6320,29.4
6321,30.6
6322,31.1
6323,31.1
6324,31.1
6325,31.1
6326,31.1
6327,31.1
6328,30.6
6329,29.4
6330,29.4
6331,28.9
6332,28.9
6333,28.9
6334,28.3
6335,27.8
6336,27.8
6337,27.8
6338,27.8
